Source,Target,in_reply_to_statusID,tweet_ID,text,isRetweet,retweet_count,followers_count,friends_count,mentioned_users
(((Friedrich))),@oliverflueckige,None,937413908469633024,RT @oliverflueckige: SRG soll auf Abstimmungsumfragen verzichten: https://t.co/9yqr19IFRy #nobillag,True,8,206,144, 23572545 oliverflueckige Oliver Flueckiger-
Toni Halter,@oliverflueckige,None,937413908465364993,RT @oliverflueckige: SRG soll auf Abstimmungsumfragen verzichten: https://t.co/9yqr19IFRy #nobillag,True,8,113,103, 23572545 oliverflueckige Oliver Flueckiger-
Silvan Amberg,salegen,937235354410725376,937409961684033537,@salegen @wahlch15 Die Umfragen zeigen  dass die wenigsten Leute auf Ihre Angstkampagne ansprechen🤔 @NoBillag 🙏🏻,False,0,507,222, 207694861 salegen Salva Leutenegger-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-
André Müller,chaschperli2017,937345254398791680,937409320341463041,@chaschperli2017 @BabaSteinemann @zac1967 @SRF @NoBillag #Sonntagsblick gehört zu #Ringier  wiederum diese haben zu… https://t.co/LLkyN1hWqE,False,0,98,32, 917406214354624512 chaschperli2017 Chaschperli2017-385293664 BabaSteinemann Barbara Steinemann-121068845 zac1967 Claudio Zanetti-187853842 SRF SRF-1383737941 NoBillag No Billag!-
Politikfragen,@oliverflueckige,None,937408863241940994,RT @oliverflueckige: SRG soll auf Abstimmungsumfragen verzichten: https://t.co/9yqr19IFRy #nobillag,True,8,3500,668, 23572545 oliverflueckige Oliver Flueckiger-
Julia Tobler,@retoperitz,None,937408595804778497,RT @retoperitz: Am 4.3. geht’s nicht darum  welche Sendungen abgeschafft werden sollen. Es geht darum ALLES abzuschaffen. Vor allem auch di…,True,21,52,473, 184819358 retoperitz Reto Peritz-
Raymond M. Jara,@MarcoKiefer,None,937406845353947136,RT @MarcoKiefer: Das @SRF wird auch beim ja zur #nobillag nicht untergehen. Angstmacherei! https://t.co/q5Mn4uciny,True,28,144,85, 338856550 MarcoKiefer Marco Kiefer-187853842 SRF SRF-
- Nicolas Jutzet,@wahlch15,None,937406726910996480,RT @wahlch15: Umfrage von #marketagent für @sonntagszeitung zur #NoBillag-Initiative bei Stimmberechtigten in der deutschen und französisch…,True,4,684,1001, 2703077037 wahlch15 Wahlen&Abstimmungen-43069596 sonntagszeitung SonntagsZeitung-
gab.ai/peter_nater,@person_tw,None,937406603980091395,RT @person_tw: Dass sich die SRG bei einem Nein zu @NoBillag kein Jota ändert  ist evident. Ein JA zu #NoBillag löst endlich den gordischen…,True,16,177,126, 908051956668751872 person_tw Die Person 👤-1383737941 NoBillag No Billag!-
(((Carl Kamarag))),@MarcoKiefer,None,937406432550490112,RT @MarcoKiefer: Das @SRF wird auch beim ja zur #nobillag nicht untergehen. Angstmacherei! https://t.co/q5Mn4uciny,True,28,166,103, 338856550 MarcoKiefer Marco Kiefer-187853842 SRF SRF-
nico normalbürger,alex_baur,937333074874060800,937405612899565568,"@alex_baur @NoBillag Ach kommen Sie  für solche Vereinfachungen sind sie doch zu schlau. Es ist ja nicht so, dass j… https://t.co/3uBTpafeep",False,0,312,1330, 379285165 alex_baur Alex Baur-1383737941 NoBillag No Billag!-
Peter Schibli,@redder66,None,937405236033085440,"RT @redder66: Nein  es geht nicht um die Gebühren. Es geht um die Abschaffung der SRG. Keine Ausflüchte, keine Lügen. Fakten. #NoBillag #Ne…",True,36,1342,1026, 14512645 redder66 reda el arbi-
Ugugu,@rolandvoser,None,937404742304780294,"RT @rolandvoser: Nachdem ich den #NoBillag Initiativtext gelesen habe  werde ich Nein zu dieser Vorlage stimmen. 
Ja, ich will ein öffentli…",True,39,3690,2835, 53344962 rolandvoser Roland Voser-
Joesip Nucić,BabaSteinemann,937344000285167616,937404543054336000,@BabaSteinemann @chaschperli2017 @zac1967 @SRF @NoBillag Was meint @ybuttet dazu?,False,0,431,1161, 385293664 BabaSteinemann Barbara Steinemann-917406214354624512 chaschperli2017 Chaschperli2017-121068845 zac1967 Claudio Zanetti-187853842 SRF SRF-1383737941 NoBillag No Billag!-271068328 ybuttet Yannick Buttet-
Michael Habegger,@ProBillag,None,937404386032136192,"RT @ProBillag: Der #NoBillag-Initiativtext ist es wert  genau gelesen zu werden. Nicht nur das, was drinsteht, sondern auch das, was ersatz…",True,17,34,121, 3330139223 ProBillag Pro Billag-
Daniel Heierle,@micheal_bx,None,937403923819892736,"RT @micheal_bx: Jedes Mal  wenn sich unser ""Staatssender"" wieder als ""Free TV"" verkauft, tut mir mein #Billag-Portemonnaie weh‼️FreeTV = #f…",True,21,210,254, 702806195418042368 micheal_bx Micheal Burri🌀-
electric sheep,@frontsight,None,937403118756814848,RT @frontsight: Ich watete gerade mal wieder durch den Kommentarsumpf zu NoBillag. Was für ein Hass sich da entlädt wg. TV/Radio-Gebühren …,True,10,515,940, 19853881 frontsight Fred David-
Markus Beyeler,@NoSendeschluss,None,937402961231310848,RT @NoSendeschluss: Brexit und #NoBillag - eine atemberaubende Kurzsichtigkeit. Lesenswerte Kolumne eines Schweizers  der seit Jahren in Lo…,True,43,36,97, 885159891891040256 NoSendeschluss Sendeschluss NEIN-
Freie,@alex_baur,None,937402625212940288,RT @alex_baur: Ähnliches Phänomen wie bei EWR-Abstimmung? - Flächendeckende Lichterlöschen-Kampagne der Gebühren-Junkies gegen #NoBillag ve…,True,8,104,158, 379285165 alex_baur Alex Baur-
Freie,@medienwende,None,937402005903106049,RT @medienwende: Richitg. Diese Umfrage wurde mit anderen Methoden (Computer Assisted Web Interviews) als sonst üblich erstellt und auch de…,True,1,104,158, 3091011881 medienwende MedienWende.ch-
Rolf Müller®〽️🇨🇭,@NoBillag,None,937400353045262338,RT @NoBillag: Unser Kommentar zur heutigen Umfrage in der Sonntagszeitung: https://t.co/A5WiyUt56o #NoBillag https://t.co/d54NWwJRhU,True,32,49,80, 1383737941 NoBillag No Billag!-
TW,@MarcoKiefer,None,937400051688771584,RT @MarcoKiefer: Das @SRF wird auch beim ja zur #nobillag nicht untergehen. Angstmacherei! https://t.co/q5Mn4uciny,True,28,166,192, 338856550 MarcoKiefer Marco Kiefer-187853842 SRF SRF-
Fritz,@MarcoKiefer,None,937396053820788737,RT @MarcoKiefer: Das @SRF wird auch beim ja zur #nobillag nicht untergehen. Angstmacherei! https://t.co/q5Mn4uciny,True,28,342,306, 338856550 MarcoKiefer Marco Kiefer-187853842 SRF SRF-
Majina,@makementCH,None,937395687599280129,RT @makementCH: #abst18 #nobillag ist eine Gefahr für den Schweizer Zusammenhalt! RSI-Direktor Maurizio Canetta sieht wegen No Billag 1600…,True,7,1426,1267, 703630322861285376 makementCH makement-
Johnny Bitcoin,SRF,None,937395205162102784,"@srf so nebenbei  man bittet um entschuldigung, mann kann sich nicht selbst, „Ent“schuldigen 🙄marketing 101… https://t.co/YRcExRt66J",False,0,146,1978, 187853842 SRF SRF-
(((Friedrich))),@MarcoKiefer,None,937394916166193153,RT @MarcoKiefer: Das @SRF wird auch beim ja zur #nobillag nicht untergehen. Angstmacherei! https://t.co/q5Mn4uciny,True,28,206,144, 338856550 MarcoKiefer Marco Kiefer-187853842 SRF SRF-
privat unterwegs🤫,@MarcoKiefer,None,937394916149391362,RT @MarcoKiefer: Das @SRF wird auch beim ja zur #nobillag nicht untergehen. Angstmacherei! https://t.co/q5Mn4uciny,True,28,104,143, 338856550 MarcoKiefer Marco Kiefer-187853842 SRF SRF-
🕉Roland Martin🕉,@ReneTruninger,None,937394908582825985,RT @ReneTruninger: Werden bei der #Volksabstimmung im März dem „linken“ #Staatssender die Flügel gestutzt? #NoBillag https://t.co/i9A30GW2M…,True,23,200,229, 863544511 ReneTruninger René Truninger-
Karl Müller,@schmid_claudio,None,937394886013267968,"RT @schmid_claudio: #FakeNews  
Was #SRF hier verbreitet ist knallhart gelogen. 

Seit wann gilt #Blick und ihre 0 1% Journalisten als seri…",True,5,4492,4661, 3480448577 schmid_claudio Claudio Schmid-
Politik DACH | Intl,@MarcoKiefer,None,937394558605897730,RT @MarcoKiefer: Das @SRF wird auch beim ja zur #nobillag nicht untergehen. Angstmacherei! https://t.co/q5Mn4uciny,True,28,125,108, 338856550 MarcoKiefer Marco Kiefer-187853842 SRF SRF-
Santo Gallo,@alex_baur,None,937394397288763392,RT @alex_baur: Was aus meiner Sicht für @NoBillag spricht: Gebühren-Monopol verhindert Entstehung eines Pay-TV  das sich nach den Bedürfnis…,True,44,17,96, 379285165 alex_baur Alex Baur-1383737941 NoBillag No Billag!-
Johnny Bitcoin,SRF,None,937394376589955078,"@srf @probillag Ich bi nid so wie ihr  ich bi käuflich 
D Macht vode Memes kha au dir khöre

1GYxYvGqzUKN57cdJQcfpf… https://t.co/NhtisGpYHn",False,0,146,1978, 187853842 SRF SRF-3330139223 ProBillag Pro Billag-
Wahlen&Abstimmungen,@salegen,None,937394242581696512,"RT @salegen: Die Initianten behaupten  die SRG würde es auch nach einer Annahme von #NoBillag geben. Würden sie das wollen, hätten sie den…",True,15,7855,6362, 207694861 salegen Salva Leutenegger-
Wahlen&Abstimmungen,@MarcoKiefer,None,937394107588030464,RT @MarcoKiefer: Das @SRF wird auch beim ja zur #nobillag nicht untergehen. Angstmacherei! https://t.co/q5Mn4uciny,True,28,7855,6362, 338856550 MarcoKiefer Marco Kiefer-187853842 SRF SRF-
🕉Roland Martin🕉,@micheal_bx,None,937393866487058432,"RT @micheal_bx: @davemeist So ""Fun"" ist dieser Fact gar nicht ;-) #NoBillag",True,1,200,229, 702806195418042368 micheal_bx Micheal Burri🌀-745236880241876993 davemeist David Meister-
🕉Roland Martin🕉,@person_tw,None,937393846442487809,"RT @person_tw: @davemeist So funktioniert die ""Logik"" eines Abzockers. #nobillag",True,1,200,229, 908051956668751872 person_tw Die Person 👤-745236880241876993 davemeist David Meister-
🕉Roland Martin🕉,@AlainS1991,None,937393385375223809,"RT @AlainS1991: Die Leute glauben die ""No SRG""-Lüge nicht und sagen mit 57% Ja zu #NoBillag. https://t.co/0ikNnn8wxy",True,2,200,229, 1425976159 AlainS1991 Alain Schwald-
Zysset,@David_Stampfli,None,937392824202530821,"RT @David_Stampfli: Jene  die #NoBillag zustimmen und jene, die meinen, mit NoBillag ändere sich gar nichts für die SGR, das sind dieselben…",True,13,689,671, 115449079 David_Stampfli David Stampfli-
Toni Halter,@MarcoKiefer,None,937392414981083137,RT @MarcoKiefer: Das @SRF wird auch beim ja zur #nobillag nicht untergehen. Angstmacherei! https://t.co/q5Mn4uciny,True,28,113,103, 338856550 MarcoKiefer Marco Kiefer-187853842 SRF SRF-
Sylvie Fee Matter,@rolandvoser,None,937391898892931074,"RT @rolandvoser: Nachdem ich den #NoBillag Initiativtext gelesen habe  werde ich Nein zu dieser Vorlage stimmen. 
Ja, ich will ein öffentli…",True,39,711,436, 53344962 rolandvoser Roland Voser-
Majina,@MarcBuergi,None,937391662661361664,RT @MarcBuergi: Deutliche Worte aus der #Politik zu den wirren #Abstimmungsempfehlungen des Basler #Gewerbeverbandes unter Gabriel Barell.…,True,3,1426,1267, 1527616154 MarcBuergi Marc Oliver Bürgi-
🕉Roland Martin🕉,@KarlMller13,None,937391567240876032,RT @KarlMller13: Die #Tagesschau des @SRF bringt es wieder fertig  einzig SP-Frauen zu portieren. Einfach nicht lernfähig! #nobillag @srg_d…,True,2,200,229, 904810734 KarlMller13 Karl Müller-187853842 SRF SRF-1157329627 srg_d SRG Deutschschweiz-
🕉Roland Martin🕉,lilypap,937355135671525377,937391351997566976,@lilypap @AlainS1991 @alex_baur @NicolasSaameli @NoBillag schon mal was von Querfinanzierung gehört?Läuft ja jetzt… https://t.co/vFElLnevpM,False,0,200,229, 117748777 lilypap Daniel Kaufmann-1425976159 AlainS1991 Alain Schwald-379285165 alex_baur Alex Baur-612877835 NicolasSaameli nico normalbürger-1383737941 NoBillag No Billag!-
🕉Roland Martin🕉,lilypap,937353312520765440,937391073042878464,@lilypap @alex_baur @NicolasSaameli @NoBillag Umkehrschluss wenn ich gezwungen werde #Billag zu bezahlen schaue ich… https://t.co/st6cYalzTt,False,0,200,229, 117748777 lilypap Daniel Kaufmann-379285165 alex_baur Alex Baur-612877835 NicolasSaameli nico normalbürger-1383737941 NoBillag No Billag!-
Sammy Rohner,honegger,937249035609616384,937390699909189632,@honegger @wahlch15 Auch wenn derartige Verbrechen in der Schweiz (glücklicherweise) nicht vorkommen  heisst dies n… https://t.co/BMxv78By21,False,0,22,74, 49337301 honegger Arthur Honegger-2703077037 wahlch15 Wahlen&Abstimmungen-
Mona,@alex_baur,None,937390137499181057,RT @alex_baur: Was aus meiner Sicht für @NoBillag spricht: Gebühren-Monopol verhindert Entstehung eines Pay-TV  das sich nach den Bedürfnis…,True,44,318,156, 379285165 alex_baur Alex Baur-1383737941 NoBillag No Billag!-
🕉Roland Martin🕉,lilypap,937362069850030080,937389872263979015,@lilypap @AlainS1991 @alex_baur @NicolasSaameli @NoBillag es wird wie bei der #MEI sein mehrere Jahre bis zur Umset… https://t.co/DW0PfPibVU,False,0,200,229, 117748777 lilypap Daniel Kaufmann-1425976159 AlainS1991 Alain Schwald-379285165 alex_baur Alex Baur-612877835 NicolasSaameli nico normalbürger-1383737941 NoBillag No Billag!-
🕉Roland Martin🕉,lilypap,937357699225931777,937389258771517441,@lilypap @AlainS1991 @alex_baur @NicolasSaameli @NoBillag Doris Leuthard hat schon gesagt das die Umsetztung des Ge… https://t.co/INiJwmUpX8,False,0,200,229, 117748777 lilypap Daniel Kaufmann-1425976159 AlainS1991 Alain Schwald-379285165 alex_baur Alex Baur-612877835 NicolasSaameli nico normalbürger-1383737941 NoBillag No Billag!-
🕉Roland Martin🕉,@alex_baur,None,937388497870249985,RT @alex_baur: @NicolasSaameli @NoBillag Ja. Sonst würde das Publikum nicht mehr dafür zahlen bzw. wegzappen. Nur totalitäre Systeme bestim…,True,1,200,229, 379285165 alex_baur Alex Baur-612877835 NicolasSaameli nico normalbürger-1383737941 NoBillag No Billag!-
🕉Roland Martin🕉,@alex_baur,None,937388350251651078,RT @alex_baur: Was aus meiner Sicht für @NoBillag spricht: Gebühren-Monopol verhindert Entstehung eines Pay-TV  das sich nach den Bedürfnis…,True,44,200,229, 379285165 alex_baur Alex Baur-1383737941 NoBillag No Billag!-
Peter Wäch,kurtwzimmermann,937354283355226112,937388149134774273,@kurtwzimmermann Bei @bazonline kann er es ja selber bestimmen. Verstehe diesen Spruch in Zusammenhang mit #NoBillag  nicht!,False,0,61,66, 1159412869 kurtwzimmermann Kurt W. Zimmermann-17441538 bazonline Basler Zeitung-
Johnny Bitcoin,SRF,None,937387842778619905,"@SRF @srfnews #breakingnews #nobillag   keine unter 35 srf, brucht euch für irgendöppis usser Fuessball. https://t.co/gO80VBUnzj",False,0,146,1978, 187853842 SRF SRF-17864468 srfnews SRF News-
Marcus König,@alex_baur,None,937387710322528257,RT @alex_baur: Ähnliches Phänomen wie bei EWR-Abstimmung? - Flächendeckende Lichterlöschen-Kampagne der Gebühren-Junkies gegen #NoBillag ve…,True,8,3632,5000, 379285165 alex_baur Alex Baur-
Serge (͡° ͜ʖ ͡°),@NoBillag,None,937386967435792385,"RT @NoBillag: Die Drohung ""No Srg"" verfängt nicht - 57% für #NoBillag!  https://t.co/gL6xRj6SqP",True,30,169,175, 1383737941 NoBillag No Billag!-
fabio albanese,honegger,937361616382939136,937386743866839041,"@honegger Herr Honegger  wo bleibt ihr Aufschrei, wenn die offizielle Schweiz Geld mit Krieg verdient? #NoBillag",False,0,555,647, 49337301 honegger Arthur Honegger-
fabio albanese,honegger,937361616382939136,937385811619844096,"@honegger Anders gesagt  Euer Medium wird kontrolliert, zum Bispiel durch den Bundesrat. Siehe Jugoslawienkrieg, US… https://t.co/VyYi2GJyxH",False,1,555,647, 49337301 honegger Arthur Honegger-
Johnny Bitcoin,ProBillag,937384287468433408,937385228091514880,@ProBillag @proeiszeit @SRF Auch ihr programm ist völlig entfremdet und nur babyboomer konform gestaltet. Die srf b… https://t.co/1lOwcUI1uk,False,0,146,1978, 3330139223 ProBillag Pro Billag-285730716 proeiszeit Mandarinen🍊Mædchen-187853842 SRF SRF-
Gyz Tüüfel,@MarcoKiefer,None,937385057471352832,RT @MarcoKiefer: Das @SRF wird auch beim ja zur #nobillag nicht untergehen. Angstmacherei! https://t.co/q5Mn4uciny,True,28,110,98, 338856550 MarcoKiefer Marco Kiefer-187853842 SRF SRF-
Matthias Bürcher,@David_Stampfli,None,937384523112812546,RT @David_Stampfli: @sonntagszeitung ... und was die @sonntagszeitung tatsächlich unterschlagen hat: Es wurden nur Personen unter 65(!) bef…,True,2,1883,1628, 115449079 David_Stampfli David Stampfli-43069596 sonntagszeitung SonntagsZeitung-43069596 sonntagszeitung SonntagsZeitung-
Rene W.Bitterlin,@rmm1963,None,937383899352780800,RT @rmm1963: Der Grossteil der Befürworter denkt  die SRG und ihr Angebot gibts auch nachher ohne Gebühren. Hoffentlich merken die nach Wei…,True,6,33,45, 2231866127 rmm1963 Roland Meier-
Roswitha Gassmann,@NoSendeschluss,None,937383826627727361,RT @NoSendeschluss: Brexit und #NoBillag - eine atemberaubende Kurzsichtigkeit. Lesenswerte Kolumne eines Schweizers  der seit Jahren in Lo…,True,43,353,476, 885159891891040256 NoSendeschluss Sendeschluss NEIN-
Johnny Bitcoin,@FlorianSchwab,None,937383762874249216,RT @FlorianSchwab: Das kann nur @srfnews fragen. Vielleicht sollten wir uns das mit @NoBillag nochmal überlegen. Der Unterhaltungswert von…,True,1,146,1978, 376818440 FlorianSchwab Florian Schwab-17864468 srfnews SRF News-1383737941 NoBillag No Billag!-
Rene W.Bitterlin,@redder66,None,937383613183733760,"RT @redder66: Nein  es geht nicht um die Gebühren. Es geht um die Abschaffung der SRG. Keine Ausflüchte, keine Lügen. Fakten. #NoBillag #Ne…",True,36,33,45, 14512645 redder66 reda el arbi-
NewsMän,@KueddeR,None,937382295945834498,RT @KueddeR: Die #NoBillag-Gegner haben verschlafen. 57 Prozent würden jetzt der Initiative zustimmen – obwohl sie mit den Sendungen zufrie…,True,5,4396,2425, 250769184 KueddeR NewsMän-
NewsMän,@KueddeR,None,937382155239546880,RT @KueddeR: In der SVP wird die Anti-SRG-Initiative begrüsst. Dennoch wird sich die Partei kaum dafür engagieren. Das mindert die Chancen…,True,1,4396,2425, 250769184 KueddeR NewsMän-
Urs Schlegel,rittinergomez,937378404105707521,937380205303345154,@rittinergomez @SRGSSR @SRF Diese Frage können Sie sich selbst beantworten  in dem Sie ihre eigenen Tweets nochmals… https://t.co/D6BSCZAYmT,False,0,374,723, 23478352 rittinergomez rittiner gomez 🎨-1871613643 SRGSSR SRG SSR-187853842 SRF SRF-
samira hofer,FabianEberhard,937254469003304960,937379127052480512,"@FabianEberhard @alex_baur Nach #NOBillag wird es Zeit für #NOEntwicklungs""hilfe""abzocker und #NONFA!",False,0,4,47, 198210772 FabianEberhard Fabian Eberhard-379285165 alex_baur Alex Baur-
IT Business Schweiz,@MarcoKiefer,None,937378550717566979,RT @MarcoKiefer: Das @SRF wird auch beim ja zur #nobillag nicht untergehen. Angstmacherei! https://t.co/q5Mn4uciny,True,28,384,103, 338856550 MarcoKiefer Marco Kiefer-187853842 SRF SRF-
IT News (Deutsch),@MarcoKiefer,None,937378541796249600,RT @MarcoKiefer: Das @SRF wird auch beim ja zur #nobillag nicht untergehen. Angstmacherei! https://t.co/q5Mn4uciny,True,28,238,88, 338856550 MarcoKiefer Marco Kiefer-187853842 SRF SRF-
IT Sicherheit,@MarcoKiefer,None,937378533797752833,RT @MarcoKiefer: Das @SRF wird auch beim ja zur #nobillag nicht untergehen. Angstmacherei! https://t.co/q5Mn4uciny,True,28,1039,406, 338856550 MarcoKiefer Marco Kiefer-187853842 SRF SRF-
- Nicolas Jutzet,@ronniegrob,None,937377890873827328,RT @ronniegrob: Vor dreissig Jahren galt der Fernsehkonsum noch als gefährlich verblödend. Heute traut man dem Bürger nicht mehr zu  ohne ö…,True,134,684,1001, 5401622 ronniegrob Ronnie Grob-
Urs Schlegel,rittinergomez,937341084862164992,937377824348033024,@rittinergomez Weil Veränderung offensichtlich als Bedrohung  anstatt als Chance betrachtet wird. Veränderungen ste… https://t.co/EPxrMYgSbb,False,1,374,723, 23478352 rittinergomez rittiner gomez 🎨-
Lydia Kesselring,@Ugugu,None,937377229260115968,RT @Ugugu: Heftig. Mit Christian Riesen hockt im @NoBillag Komitee ein Mann der einst die Todesstrafe in der Schweiz einführen wollte. http…,True,19,276,62, 12069882 Ugugu Ugugu-1383737941 NoBillag No Billag!-
Uwe Pompös,@ThoOb,None,937376701201502209,RT @ThoOb: Doppelte Renten und exorbitant hohe Gehälter .. wichtigster Grund für Rundfunk Arbeit? .. Bürger wollen einen schlanken Staat Fu…,True,1,416,473, 17579506 ThoOb Thomas Oberhäuser-
Uwe Pompös,@ThoOb,None,937376570880208897,RT @ThoOb: Unglaublich hohe Gebühren .. Bürger wollen das nicht .. Jährlich acht Milliarden Euro zum verplempern .. Junge Leute interessier…,True,1,416,473, 17579506 ThoOb Thomas Oberhäuser-
onravenwings,@redder66,None,937375765557121024,"RT @redder66: Nein  es geht nicht um die Gebühren. Es geht um die Abschaffung der SRG. Keine Ausflüchte, keine Lügen. Fakten. #NoBillag #Ne…",True,36,516,380, 14512645 redder66 reda el arbi-
MartinJ,@NoBillag,None,937375716513021952,RT @NoBillag: Unser Kommentar zur heutigen Umfrage in der Sonntagszeitung: https://t.co/A5WiyUt56o #NoBillag https://t.co/d54NWwJRhU,True,32,13,131, 1383737941 NoBillag No Billag!-
MartinJ,@alex_baur,None,937374309194108934,RT @alex_baur: Was aus meiner Sicht für @NoBillag spricht: Gebühren-Monopol verhindert Entstehung eines Pay-TV  das sich nach den Bedürfnis…,True,44,13,131, 379285165 alex_baur Alex Baur-1383737941 NoBillag No Billag!-
Jan Gartmann,@salegen,None,937374214100869121,"RT @salegen: Die Initianten behaupten  die SRG würde es auch nach einer Annahme von #NoBillag geben. Würden sie das wollen, hätten sie den…",True,15,11,102, 207694861 salegen Salva Leutenegger-
Jan Gartmann,@viktorgiacobbo,None,937373786747408385,"RT @viktorgiacobbo: Danke für die Blumen  aber bei NoBillag wären es noch weniger Folgen, d.h. gar keine. Und wo ist eigentlich die Late-Ni…",True,8,11,102, 53662353 viktorgiacobbo Viktor Giacobbo-
Damian Egli,@David_Stampfli,None,937373393522970624,"RT @David_Stampfli: Jene  die #NoBillag zustimmen und jene, die meinen, mit NoBillag ändere sich gar nichts für die SGR, das sind dieselben…",True,13,425,764, 115449079 David_Stampfli David Stampfli-
Peter Balzli,@David_Stampfli,None,937373384257785857,RT @David_Stampfli: @sonntagszeitung ... und was die @sonntagszeitung tatsächlich unterschlagen hat: Es wurden nur Personen unter 65(!) bef…,True,2,1595,1065, 115449079 David_Stampfli David Stampfli-43069596 sonntagszeitung SonntagsZeitung-43069596 sonntagszeitung SonntagsZeitung-
samira hofer,M_Pfaendler,937300845149982720,937371627725172736,"@M_Pfaendler @HofmannMaja @sonntagszeitung So what? Wo ""arbeiten"" Sie denn? Auch in so einer linksfaschistischen Gu… https://t.co/HYBELTb1r0",False,0,4,47, 826895449 M_Pfaendler Melanie Pfändler-608537631 HofmannMaja Majina-43069596 sonntagszeitung SonntagsZeitung-
samira hofer,salegen,937235354410725376,937371169279414273,@salegen @HofmannMaja Ja und? Selbst wenn es die linksfaschistische Gutmenschen-Hetz-Anstalt SRG #abzockeridée suis… https://t.co/DFLb7ajKaM,False,0,4,47, 207694861 salegen Salva Leutenegger-608537631 HofmannMaja Majina-
SWIMMING w. SHARKS,@NoBillag,None,937370631435415554,"RT @NoBillag: Die Drohung ""No Srg"" verfängt nicht - 57% für #NoBillag!  https://t.co/gL6xRj6SqP",True,30,51,87, 1383737941 NoBillag No Billag!-
SWIMMING w. SHARKS,@mattzehn,None,937370371174563840,RT @mattzehn: Typisch Schweizerische Fünfer-und-Weggli-Illusion: 57% der Befragten würden heute Ja sagen zu NoBillag – die Mehrheit glaubt …,True,4,51,87, 261223744 mattzehn Matthias Zehnder-
Walter Stuedeli,Walter_Stuedeli,937369081828737026,937370132468453377,@persoenlichcom @SRGSSR @NoBillag Besonders heikel ist zielgruppenspezifische Werbung. Ist diese auch für Minderjährige geplant?,False,0,581,887, 85296704 persoenlichcom persoenlich.com-1871613643 SRGSSR SRG SSR-1383737941 NoBillag No Billag!-
Hadi,@rolandvoser,None,937369909952176128,"RT @rolandvoser: Nachdem ich den #NoBillag Initiativtext gelesen habe  werde ich Nein zu dieser Vorlage stimmen. 
Ja, ich will ein öffentli…",True,39,150,444, 53344962 rolandvoser Roland Voser-
Didier Plaschy,MarcoKiefer,937263710011318272,937369649536294913,@MarcoKiefer @Politikfragen @SRF nobillag ist übrigens eine verfassungsinitiative: wer den initiativtext liest  kan… https://t.co/AP99kKzNpQ,False,0,649,1054, 338856550 MarcoKiefer Marco Kiefer-149804374 Politikfragen Politikfragen-187853842 SRF SRF-
Lena Berger,@persoenlichcom,None,937369357318942722,RT @persoenlichcom: Oswald Sigg kritisiert die @SRGSSR gegenüber der «Zentralschweiz am Sonntag». Die @NoBillag-Abstimmung biete Anlass zur…,True,20,70,130, 85296704 persoenlichcom persoenlich.com-1871613643 SRGSSR SRG SSR-1383737941 NoBillag No Billag!-
Walter Stuedeli,persoenlichcom,937346412655898624,937369081828737026,"@persoenlichcom @SRGSSR @NoBillag Sigg hat recht  doch sollte man diese Themen vor der Abstimmung anpacken, z.B. mi… https://t.co/GfKH1F5HWI",False,0,581,887, 85296704 persoenlichcom persoenlich.com-1871613643 SRGSSR SRG SSR-1383737941 NoBillag No Billag!-
Mark Z,@rolandvoser,None,937369028464664577,"RT @rolandvoser: Nachdem ich den #NoBillag Initiativtext gelesen habe  werde ich Nein zu dieser Vorlage stimmen. 
Ja, ich will ein öffentli…",True,39,64,188, 53344962 rolandvoser Roland Voser-
samira hofer,David_Stampfli,937311833446387712,937368558790639622,@David_Stampfli @sonntagszeitung Wieso regenSie sich auf? Dann ist ja alles gut und die linksfaschistische Gutmensc… https://t.co/TB0xTLC9k3,False,0,4,47, 115449079 David_Stampfli David Stampfli-43069596 sonntagszeitung SonntagsZeitung-
Ronald Fump,@Ugugu,None,937368314699042817,RT @Ugugu: Heftig. Mit Christian Riesen hockt im @NoBillag Komitee ein Mann der einst die Todesstrafe in der Schweiz einführen wollte. http…,True,19,59,35, 12069882 Ugugu Ugugu-1383737941 NoBillag No Billag!-
Rettet Basel,@Ugugu,None,937368187494158337,RT @Ugugu: Heftig. Mit Christian Riesen hockt im @NoBillag Komitee ein Mann der einst die Todesstrafe in der Schweiz einführen wollte. http…,True,19,1444,1553, 12069882 Ugugu Ugugu-1383737941 NoBillag No Billag!-
SWIMMING w. SHARKS,@RolfASchweizer,None,937367873680560130,RT @RolfASchweizer: Die SRG ist uneinsichtig. Ist das verwunderlich mit den &gt;70 % Linken? Um dies zu beheben  bleibt nur die totale Abschaf…,True,9,51,87, 850761680 RolfASchweizer Rolf Schweizer-
onravenwings,@rolandvoser,None,937367821352423424,"RT @rolandvoser: Nachdem ich den #NoBillag Initiativtext gelesen habe  werde ich Nein zu dieser Vorlage stimmen. 
Ja, ich will ein öffentli…",True,39,516,380, 53344962 rolandvoser Roland Voser-
SWIMMING w. SHARKS,@KrahenbuhI,None,937367130525315073,RT @KrahenbuhI: Die Mehrheit der Bevölkerung kann zwischen #SRGHorrorStory und Realität differenzieren: @NoBillag liegt mit repräsentativen…,True,37,51,87, 750218573201674240 KrahenbuhI Max Krähenbühl-1383737941 NoBillag No Billag!-
