Source,Target,in_reply_to_statusID,tweet_ID,text,isRetweet,retweet_count,followers_count,friends_count,mentioned_users
David Meister,@VitalSteiner,None,939820772390064128,RT @VitalSteiner: Zehn Vorschläge für eine schlankere @SRGSSR https://t.co/0D15tOpmYa #NoBillag,True,2,431,256, 937279827412946945 VitalSteiner Vital Steiner-1871613643 SRGSSR SRG SSR-
Anna Esposito,@UrsLeuthard,None,939820236907401217,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,55,69, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Luca Alberucci,@UrsLeuthard,None,939819248813314048,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,169,145, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
ICH provoziere...,NimzoIndisch,939541076708380672,939819080848158720,@NimzoIndisch @hardmanpolitics @MiniSchwiz @operationlibero @NoBillag @AlainS1991 Genau das wollen diese A-Herren f… https://t.co/sUpQu89wT7,False,0,291,866, 2472537680 NimzoIndisch (((Don Giovanni)))-21874805 hardmanpolitics Martin Hartmann-3940405757 MiniSchwiz Mini-Schwiz-2674994976 operationlibero Operation Libero-1383737941 NoBillag No Billag!-1425976159 AlainS1991 Alain Schwald-
Ronnie Grob,Floeffel,939818051721224197,939819035901952000,@Floeffel @NoBillag @SRF Für alle Sendungen hat ein Artikel in einem Filmmagazin aber nicht genügend Raum. Schauen… https://t.co/2ALR2AGfsh,False,0,15940,1108, 121524149 Floeffel Florian-1383737941 NoBillag No Billag!-187853842 SRF SRF-
ICH provoziere...,hardmanpolitics,938900930430423045,939818600088645632,"@hardmanpolitics @MiniSchwiz @operationlibero @NoBillag @AlainS1991 Die Demokratie  die du hier beschreibst, basier… https://t.co/3QForZCTnI",False,0,291,866, 21874805 hardmanpolitics Martin Hartmann-3940405757 MiniSchwiz Mini-Schwiz-2674994976 operationlibero Operation Libero-1383737941 NoBillag No Billag!-1425976159 AlainS1991 Alain Schwald-
reda el arbi,@UrsLeuthard,None,939818204817485825,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,5174,2284, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Florian,ronniegrob,939531002325676033,939818051721224197,@ronniegrob @NoBillag @SRF Wenn sie schon Sendungen auflisten  sollten sie ALLE auflisten. Solch eine selektive Dar… https://t.co/Oz8quFjhtl,False,0,7,64, 5401622 ronniegrob Ronnie Grob-1383737941 NoBillag No Billag!-187853842 SRF SRF-
Bernhard Meier,meier_bernhard,939817738385678336,939817887459631105,@MiniSchwiz @gwitzt @hardmanpolitics @operationlibero @NoBillag @AlainS1991 Informationsmarkt* spellcheck,False,0,121,563, 3940405757 MiniSchwiz Mini-Schwiz-898025281 gwitzt Pascal-21874805 hardmanpolitics Martin Hartmann-2674994976 operationlibero Operation Libero-1383737941 NoBillag No Billag!-1425976159 AlainS1991 Alain Schwald-
Yasha Bostic,@pkschneiter,None,939817758778372097,RT @pkschneiter: Vielfalt mit regionalen Themen anstatt Einheitsbrei! #NEINzuNoBillag #BDP #vorwärts #yesbillag #nonobillag #nobillag https…,True,15,6,90, 345253808 pkschneiter Pascal K. Schneiter-
Bernhard Meier,MiniSchwiz,939814007770435584,939817738385678336,@MiniSchwiz @gwitzt @hardmanpolitics @operationlibero @NoBillag @AlainS1991 Informationsmaterial ist massiv im Umbr… https://t.co/fb8bm290Mz,False,0,121,563, 3940405757 MiniSchwiz Mini-Schwiz-898025281 gwitzt Pascal-21874805 hardmanpolitics Martin Hartmann-2674994976 operationlibero Operation Libero-1383737941 NoBillag No Billag!-1425976159 AlainS1991 Alain Schwald-
Rolf Schweizer,@LahorJakrlin,None,939816859632889858,RT @LahorJakrlin: @AnoukCh16 @pascalkesseli @NoBillag @SRF @Bleisch @SonjaHasler Wieso schwierig? Weniger SRG = mehr unabhängige Private. B…,True,1,1515,1555, 809005381 LahorJakrlin Lahor Jakrlin-774574009849671680 AnoukCh16 Anouk-240646297 pascalkesseli Pascal Kesseli-1383737941 NoBillag No Billag!-187853842 SRF SRF-254298555 Bleisch Blake-621848222 SonjaHasler Sonja Hasler-
Vital Steiner,@davemeist,None,939816846219534336,RT @davemeist: Die @SRGSSR kann nur per Verfassung und Konzession gebändigt werden. Wer diese jährlich 1 2 Milliarden Franken Gebührengelde…,True,17,121,103, 745236880241876993 davemeist David Meister-1871613643 SRGSSR SRG SSR-
Florian,VisitxC,939791020769890304,939816696256319488,"@VisitxC @NoBillag Offebar kwi ahnig vom Gsetz... Stüüre sind au Zwang  aber wenn mer die au no abschaffe wennd, denn lauft nix meh...",False,0,7,64, 2390183211 VisitxC www.visitx-cam.com-1383737941 NoBillag No Billag!-
Rolf Schweizer,@LahorJakrlin,None,939816642996977665,"RT @LahorJakrlin: @AnoukCh16 Diese Debattenunkultur  Mr./Mrs. Anonym, nennt sich argumentum ad hominem od persönliche Diffamierung und fäll…",True,1,1515,1555, 809005381 LahorJakrlin Lahor Jakrlin-774574009849671680 AnoukCh16 Anouk-
Rolf Schweizer,@LahorJakrlin,None,939816459714383873,RT @LahorJakrlin: @phwampfler @SuisseCoach @buercher Ja  Genosse Wampfler. Sozialisten und Salonkommunisten in den Lehrerzimmern und an der…,True,1,1515,1555, 809005381 LahorJakrlin Lahor Jakrlin-23925926 phwampfler Philippe Wampfler-490161829 SuisseCoach Hans Kellerhals-417245754 buercher Matthias Bürcher-
Hayek Club Zürich,@LahorJakrlin,None,939816395063332864,RT @LahorJakrlin: Welcher Partei würdest Du @operationlibero (kämpft für Kopfsteuern und staatliche Medien  gegen #NoBillag) am ehesten zuo…,True,9,1362,1330, 809005381 LahorJakrlin Lahor Jakrlin-2674994976 operationlibero Operation Libero-
Rolf Schweizer,@LahorJakrlin,None,939816239869976576,RT @LahorJakrlin: @buercher @phwampfler @SuisseCoach Sozialisten können sich Eigenverantwortung und Arbeit nicht vorstellen.  Ich habe nich…,True,1,1515,1555, 809005381 LahorJakrlin Lahor Jakrlin-417245754 buercher Matthias Bürcher-23925926 phwampfler Philippe Wampfler-490161829 SuisseCoach Hans Kellerhals-
Patrick Künzle,@UrsLeuthard,None,939816176468754432,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,4394,767, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
huba huba,@ReneTruninger,None,939815728504623104,"RT @ReneTruninger: Louise #Morand: Dass die #SRG behauptet  ihre Sendungen seien #neutral, ist eine #Lüge! #NoBillag  https://t.co/N4rN80q4…",True,26,25,45, 863544511 ReneTruninger René Truninger-
@S3ifenblase💭,@LahorJakrlin,None,939815491274764288,RT @LahorJakrlin: Welcher Partei würdest Du @operationlibero (kämpft für Kopfsteuern und staatliche Medien  gegen #NoBillag) am ehesten zuo…,True,9,427,430, 809005381 LahorJakrlin Lahor Jakrlin-2674994976 operationlibero Operation Libero-
Daniel Vozar,@LahorJakrlin,None,939815440334934016,RT @LahorJakrlin: Welcher Partei würdest Du @operationlibero (kämpft für Kopfsteuern und staatliche Medien  gegen #NoBillag) am ehesten zuo…,True,9,87,235, 809005381 LahorJakrlin Lahor Jakrlin-2674994976 operationlibero Operation Libero-
@S3ifenblase💭,@VitalSteiner,None,939815413461979141,"RT @VitalSteiner: Heisser Tipp für Investigativ-Recherche für @publiceye_ch  die mit 20000 dotiert ist: Jemand sollte dem ""humanitären"" Arm…",True,4,427,430, 937279827412946945 VitalSteiner Vital Steiner-13762452 publiceye_ch Public Eye-
@S3ifenblase💭,@davemeist,None,939815381493051392,RT @davemeist: Die @SRGSSR kann nur per Verfassung und Konzession gebändigt werden. Wer diese jährlich 1 2 Milliarden Franken Gebührengelde…,True,17,427,430, 745236880241876993 davemeist David Meister-1871613643 SRGSSR SRG SSR-
Manuel C. Widmer,pascalkesseli,939534988374102016,939815345308782592,@pascalkesseli @NoBillag Wer zu #NoBillag ja sagt  sagt ja zu einer von der Werbemaschinerie und von Geldgebern abh… https://t.co/SjPoR6oR3S,False,0,1225,438, 240646297 pascalkesseli Pascal Kesseli-1383737941 NoBillag No Billag!-
Mark Z,@UrsLeuthard,None,939815053611683840,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,64,188, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
IT | Netzpolitik,@davemeist,None,939814885806034944,RT @davemeist: Die @SRGSSR kann nur per Verfassung und Konzession gebändigt werden. Wer diese jährlich 1 2 Milliarden Franken Gebührengelde…,True,17,427,354, 745236880241876993 davemeist David Meister-1871613643 SRGSSR SRG SSR-
merlo,valVLL,939811967983857664,939814448696647680,@plumiere @VDaneli @RiesenChristian @peter_schibli Und auch hier: Nur deswegen würde ich keine Initiative annehmen … https://t.co/XOAzVrmiTZ,False,0,23,92, 217762928 plumiere Peter-922939885547327490 VDaneli Daniel Vozar-4517338168 RiesenChristian Christian Riesen-816608420 peter_schibli Peter Schibli-
Mini-Schwiz,@fotofarben,None,939814104063234048,RT @fotofarben: @NimzoIndisch @MiniSchwiz @hardmanpolitics @operationlibero @NoBillag @AlainS1991 Es geht diesen Leuten doch gar nicht um F…,True,1,226,278, 1287453007 fotofarben Mäxchen-2472537680 NimzoIndisch (((Don Giovanni)))-3940405757 MiniSchwiz Mini-Schwiz-21874805 hardmanpolitics Martin Hartmann-2674994976 operationlibero Operation Libero-1383737941 NoBillag No Billag!-1425976159 AlainS1991 Alain Schwald-
Mini-Schwiz,meier_bernhard,939810922679455745,939814007770435584,@meier_bernhard @gwitzt @hardmanpolitics @operationlibero @NoBillag @AlainS1991 Der Marktmechanismus ist überall de… https://t.co/LN0RUI8chz,False,0,226,278, 3374295293 meier_bernhard Bernhard Meier-898025281 gwitzt Pascal-21874805 hardmanpolitics Martin Hartmann-2674994976 operationlibero Operation Libero-1383737941 NoBillag No Billag!-1425976159 AlainS1991 Alain Schwald-
GR,@UrsLeuthard,None,939813564046561280,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,117,329, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Gioi Geniale,@JusoSchweiz,None,939813341366771712,RT @JusoSchweiz: Die JUSO beschliesst einstimmig die NEIN-Parole zur extremen Nobillag-Initiative! #jusodv https://t.co/b3zt277CMF,True,7,74,127, 49936613 JusoSchweiz JUSO Schweiz-
Matthias Gehrig,FelixSchneuwly,939807483614425089,939813259737214976,@FelixSchneuwly @salegen @wahlch15 @NoBillag @FlorianSchwab Darüber stimmen wir am 4.3.2018 nicht ab. Mehr gibt es… https://t.co/XsZs50lj1G,False,0,121,293, 488573993 FelixSchneuwly Felix Schneuwly-207694861 salegen Salva Leutenegger-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-376818440 FlorianSchwab Florian Schwab-
Pietro Imhof,@publicsociete,None,939812765857968128,RT @publicsociete: Verstehe nicht  warum sich die libertären #nobillag Anhänger so aufregen. @operationlibero hat mit der nobillag Kampagne…,True,4,671,1203, 936898585634807809 publicsociete publicopinion_ch-2674994976 operationlibero Operation Libero-
ICH provoziere...,UrsLeuthard,939793035226959872,939812679933448192,@UrsLeuthard @tagesanzeiger @gewerbeverband Ohne Billag schliessen 3 meiner Lieblings-Radio-Sender. Nein  keine SRG… https://t.co/CetPMI303u,False,1,291,866, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Roman Badertscher,@UrsLeuthard,None,939812677651783680,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,101,90, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
HvP,@UrsLeuthard,None,939812260163276800,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,56,15, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Hermann König,@KarlMller13,None,939812197676584960,RT @KarlMller13: Die neuste Entwicklung auf dem TV-Markt. #nobillag #Humormusssein https://t.co/MNaZyxemxv,True,6,424,694, 904810734 KarlMller13 Karl Müller-
Karl Müller,@KarlMller13,None,939811732507197440,RT @KarlMller13: Ja warum wohl @SRF nimmt die Diskussion kein Ende? Weil Ihr sie ständig befeuert! Und übrigens wäre es endlich an der Zeit…,True,2,4492,4661, 904810734 KarlMller13 Karl Müller-187853842 SRF SRF-
Lahor Jakrlin,buercher,939810767368523776,939811704803819520,@buercher @phwampfler @SuisseCoach Sozialisten können sich Eigenverantwortung und Arbeit nicht vorstellen.  Ich hab… https://t.co/02mnenK1Ie,False,1,1505,464, 417245754 buercher Matthias Bürcher-23925926 phwampfler Philippe Wampfler-490161829 SuisseCoach Hans Kellerhals-
Karl Müller,@KarlMller13,None,939811698520797184,RT @KarlMller13: Zuerst beklagt sich @SRF  dass #metoo und sexuelle Belästigung noch immer Thema ist. Dann bewerben sie 2 Sendungen genau d…,True,1,4492,4661, 904810734 KarlMller13 Karl Müller-187853842 SRF SRF-
Karl Müller,@KarlMller13,None,939811667973636096,"RT @KarlMller13: @SRF Dass Frauen am Arbeitsplatz häufiger Opfer sexueller Belästigung seien  ist eine der feministischen #fakenews, die @S…",True,2,4492,4661, 904810734 KarlMller13 Karl Müller-187853842 SRF SRF-
Mäxchen,NimzoIndisch,939541076708380672,939811661636087808,@NimzoIndisch @MiniSchwiz @hardmanpolitics @operationlibero @NoBillag @AlainS1991 Es geht diesen Leuten doch gar ni… https://t.co/K1O638mSuv,False,1,107,554, 2472537680 NimzoIndisch (((Don Giovanni)))-3940405757 MiniSchwiz Mini-Schwiz-21874805 hardmanpolitics Martin Hartmann-2674994976 operationlibero Operation Libero-1383737941 NoBillag No Billag!-1425976159 AlainS1991 Alain Schwald-
Karl Müller,@KarlMller13,None,939811563699097601,RT @KarlMller13: Ich kanns nicht mehr hören! Und wie sehr werden die weiblichen Kolleginnen verhätschelt mit #Frauenförderung und Bevorzugu…,True,1,4492,4661, 904810734 KarlMller13 Karl Müller-
Karl Müller,@KarlMller13,None,939811489728335872,"RT @KarlMller13: #AngelaSchader der @NZZ findet es kein Problem  dass man für etwas bezahlen muss, das man gar nicht konsumiert. Liebe Frau…",True,1,4492,4661, 904810734 KarlMller13 Karl Müller-14273050 NZZ Neue Zürcher Zeitung-
Karl Müller,@KarlMller13,None,939811392839929856,RT @KarlMller13: @RegulaRytz @SRF @karfrei @BlumRoger @FlorianSchwab @LahorJakrlin Bekommt ein #Billag-Zwangsgebührenzahler auch eine Antwo…,True,1,4492,4661, 904810734 KarlMller13 Karl Müller-1530247224 RegulaRytz Regula Rytz-187853842 SRF SRF-1120180830 karfrei Karin Frei-947615526 BlumRoger Roger Blum-376818440 FlorianSchwab Florian Schwab-809005381 LahorJakrlin Lahor Jakrlin-
Andromeda Virulensis,@KarlMller13,None,939811388800884736,RT @KarlMller13: Die neuste Entwicklung auf dem TV-Markt. #nobillag #Humormusssein https://t.co/MNaZyxemxv,True,6,134,86, 904810734 KarlMller13 Karl Müller-
Karl Müller,@KarlMller13,None,939811340801146880,RT @KarlMller13: Ziemlich in die Hosen gegangen  die Botschaft der @operationlibero zu #nobillag @tagesanzeiger https://t.co/gsmWQZxzcs htt…,True,2,4492,4661, 904810734 KarlMller13 Karl Müller-2674994976 operationlibero Operation Libero-202985146 tagesanzeiger Tages-Anzeiger-
Karl Müller,@KarlMller13,None,939811304382091265,RT @KarlMller13: Die @operationlibero hat noch nicht gemerkt  dass das Recht des Stärkeren gerade durch die Zwanggebühren sichergestellt wi…,True,1,4492,4661, 904810734 KarlMller13 Karl Müller-2674994976 operationlibero Operation Libero-
Karl Müller,@KarlMller13,None,939811229903802368,RT @KarlMller13: Die neuste Entwicklung auf dem TV-Markt. #nobillag #Humormusssein https://t.co/MNaZyxemxv,True,6,4492,4661, 904810734 KarlMller13 Karl Müller-
Karl Müller,@KarlMller13,None,939811196877901824,RT @KarlMller13: Das Lieblingsthema des Staatssenders. Aber natürlich nur in eine Richtung. #Männerrechte existieren schlicht nicht. #nobil…,True,2,4492,4661, 904810734 KarlMller13 Karl Müller-
Karl Müller,@KarlMller13,None,939811064409141249,"RT @KarlMller13: Klar und deutlich (und richtig!): ""Dass die SRG behauptet  ihre Sendungen seien neutral, ist eine Lüge."" @tagesanzeiger ht…",True,1,4492,4661, 904810734 KarlMller13 Karl Müller-202985146 tagesanzeiger Tages-Anzeiger-
Bernhard Meier,MiniSchwiz,939806958131077126,939810922679455745,@MiniSchwiz @gwitzt @hardmanpolitics @operationlibero @NoBillag @AlainS1991 Falsch  a. Zeitungen verlieren an Relev… https://t.co/SBwD0tdCvK,False,0,121,563, 3940405757 MiniSchwiz Mini-Schwiz-898025281 gwitzt Pascal-21874805 hardmanpolitics Martin Hartmann-2674994976 operationlibero Operation Libero-1383737941 NoBillag No Billag!-1425976159 AlainS1991 Alain Schwald-
Karl Müller,@KarlMller13,None,939810864886054912,RT @KarlMller13: Wer den Oberen im @srf einen Denkzettel erteilen will  stimmt am 4. März 2018 JA zu #NoBillag !,True,3,4492,4661, 904810734 KarlMller13 Karl Müller-187853842 SRF SRF-
Karl Müller,@KarlMller13,None,939810827028320256,RT @KarlMller13: Wer unzufrieden mit dem @SRF ist  stimmt am 4. März 2018 JA zu #nobillag! Sonst ändert sich nie etwas!,True,3,4492,4661, 904810734 KarlMller13 Karl Müller-187853842 SRF SRF-
Karl Müller,@KarlMller13,None,939810809986912256,RT @KarlMller13: Wer denen in Bern die Quittung für ihr bürgerfernes Verhalten erteilen will  stimmt JA zu #NoBillag am 4. März 2018,True,3,4492,4661, 904810734 KarlMller13 Karl Müller-
Karl Müller,@KarlMller13,None,939810789015326720,RT @KarlMller13: Die 1 3 Milliarden der #Kohäsionszahlung kannst du am 4. März 2018 mit einem JA zu #NoBillag zurückholen! #svp #zeigsdenen…,True,2,4492,4661, 904810734 KarlMller13 Karl Müller-
Karl Müller,@KarlMller13,None,939810742643118082,"RT @KarlMller13: Wer auch findet  dass 557'000.- als höchster Lohn in der @srg_d reine Abzockerei ist, der stimmt JA zu #nobillag https://t…",True,8,4492,4661, 904810734 KarlMller13 Karl Müller-1157329627 srg_d SRG Deutschschweiz-
Karl Müller,@KarlMller13,None,939810696950411265,RT @KarlMller13: Die Profiteure masslos durchfüttern mit Zwangsgebühren? JA zu #nobillag  falls du 107'354.- als Durchschnittslohn reine Ab…,True,5,4492,4661, 904810734 KarlMller13 Karl Müller-
Furcht & Tadel,@byebyebillag,None,939809986737328128,"RT @byebyebillag: Freiheit für die @SRGSSR ! 
Ja zur #Medienbefreiungsinitiative von @NoBillag https://t.co/TRx4PE41F1",True,13,567,888, 18830840 byebyebillag Bye Bye Billag-1871613643 SRGSSR SRG SSR-1383737941 NoBillag No Billag!-
IT Business Schweiz,@christofthinks,None,939809540404666368,"RT @christofthinks: Die alte linke Mär von der Wirtschaft als Nullsummenspiel macht mal wieder die Runde: 
""Was der eine mehr hat  hat der…",True,25,384,103, 453796813 christofthinks christof_r-
IT News (Deutsch),@christofthinks,None,939809529402937344,"RT @christofthinks: Die alte linke Mär von der Wirtschaft als Nullsummenspiel macht mal wieder die Runde: 
""Was der eine mehr hat  hat der…",True,25,238,88, 453796813 christofthinks christof_r-
IT Sicherheit,@christofthinks,None,939809522041974784,"RT @christofthinks: Die alte linke Mär von der Wirtschaft als Nullsummenspiel macht mal wieder die Runde: 
""Was der eine mehr hat  hat der…",True,25,1039,406, 453796813 christofthinks christof_r-
Stefan Meier,@SuisseCoach,None,939809213152362496,RT @SuisseCoach: @UrsLeuthard @tagesanzeiger @gewerbeverband Auch die Fakten machen diese willkürliche Fantasiesteuer und #Zwansabgabe für…,True,1,175,170, 490161829 SuisseCoach Hans Kellerhals-634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Dani Brandt,@rudolf_mohler,None,939809162313326593,RT @rudolf_mohler: Laut Konzession vom Bundesrat müsste das staatlich finanzierte Fernsehen das reiche Schweizer Kulturschaffen abbilden. G…,True,7,2162,2644, 783533129818660864 rudolf_mohler Rudolf Mohler-
Switzerland,@KarlMller13,None,939808742039805952,RT @KarlMller13: Die @srg_d muss dringend schlanker werden! Und vor allem mit den feministischen Dogmen aufhören! @NZZaS https://t.co/bJJCc…,True,2,2285,1682, 904810734 KarlMller13 Karl Müller-1157329627 srg_d SRG Deutschschweiz-1688197746 NZZaS NZZ am Sonntag-
Simon Zryd,@UrsLeuthard,None,939808687694237696,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,1650,416, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Salva Leutenegger,@UrsLeuthard,None,939808405870522368,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,477,446, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
David Meister,@rudolf_mohler,None,939808054379499521,RT @rudolf_mohler: Hysterie um @NoBillag erklimmt immer neue Höhen. Doch die Medienschaffenden beweisen mit dem Hype nur  dass die viel zit…,True,14,431,256, 783533129818660864 rudolf_mohler Rudolf Mohler-1383737941 NoBillag No Billag!-
Markus Hausammann,@UrsLeuthard,None,939808007499771904,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,294,435, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Alexandra Michel 🇪🇺,@operationlibero,None,939807754625208321,RT @operationlibero: Erstes Ziel erreicht - Danke!! 😍 Nächstes Ziel: Wir wollen auf die Front von 20Minuten  dort Online-Kommentare voller…,True,10,144,392, 2674994976 operationlibero Operation Libero-
Paola Biason,@UrsLeuthard,None,939807623762841600,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,263,304, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Felix Schneuwly,thiaess,939802052334620672,939807483614425089,@thiaess @salegen @wahlch15 @NoBillag @FlorianSchwab Sie können die Unterstellungen nicht lassen. Ich bin nicht für… https://t.co/KnsU05xW7x,False,0,1909,1405, 779361360727638017 thiaess Matthias Gehrig-207694861 salegen Salva Leutenegger-2703077037 wahlch15 Wahlen&Abstimmungen-1383737941 NoBillag No Billag!-376818440 FlorianSchwab Florian Schwab-
David Meister,@VDaneli,None,939807070043430918,"RT @VDaneli: #Fakeorg @operationlibero verbreitet #fakenews! 
Art. 93 Abs. 2 Garantiert NICHT das Recht auf Information  es ist der Artikel…",True,27,431,256, 922939885547327490 VDaneli Daniel Vozar-2674994976 operationlibero Operation Libero-
Mini-Schwiz,meier_bernhard,939544886562476032,939806958131077126,@meier_bernhard @gwitzt @hardmanpolitics @operationlibero @NoBillag @AlainS1991 Marktversagen im Medienbereich: Es… https://t.co/MzwoNOVDFP,False,0,226,278, 3374295293 meier_bernhard Bernhard Meier-898025281 gwitzt Pascal-21874805 hardmanpolitics Martin Hartmann-2674994976 operationlibero Operation Libero-1383737941 NoBillag No Billag!-1425976159 AlainS1991 Alain Schwald-
David Meister,@VitalSteiner,None,939806896713854976,"RT @VitalSteiner: «Zeitungen spielen für die Meinungsbildung eine zentrale Rolle  schreibt @patrik_mueller, diese werden jedoch nicht durch…",True,36,431,256, 937279827412946945 VitalSteiner Vital Steiner-298717263 patrik_mueller Patrik Müller-
rolf st,@AndreaChristen3,None,939806796860002304,RT @AndreaChristen3: Die @operationlibero hat ihr Spendenziel von 285'000 Franken innerhalb einer Woche erreicht - und peilt jetzt 450'000…,True,5,437,877, 573213620 AndreaChristen3 Andrea Christen-2674994976 operationlibero Operation Libero-
Leah Ward,@operationlibero,None,939806387009413120,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,True,252,28,237, 2674994976 operationlibero Operation Libero-
Bernhard Brändli,@UrsLeuthard,None,939805521032482816,RT @UrsLeuthard: Bleiben wir doch in der NoBillag-Diskussion bei den Fakten  lieber @tagesanzeiger und lieber @gewerbeverband. 75% aller KM…,True,63,10,76, 634577560 UrsLeuthard Urs Leuthard-202985146 tagesanzeiger Tages-Anzeiger-262715220 gewerbeverband sgv-usam-
Sonja Gambon,@operationlibero,None,939805166894833664,"RT @operationlibero: Artikel 93 Absatz 2 unserer Bundesverfassung garantiert das Recht auf Information. Die ""No Billag""-Initiative will die…",True,105,195,452, 2674994976 operationlibero Operation Libero-
Mini-Schwiz,@NimzoIndisch,None,939805103619526656,RT @NimzoIndisch: @hardmanpolitics @MiniSchwiz @operationlibero @NoBillag @AlainS1991 Sie pflegen einen rein negativen Freiheitsbegriff. So…,True,1,226,278, 2472537680 NimzoIndisch (((Don Giovanni)))-21874805 hardmanpolitics Martin Hartmann-3940405757 MiniSchwiz Mini-Schwiz-2674994976 operationlibero Operation Libero-1383737941 NoBillag No Billag!-1425976159 AlainS1991 Alain Schwald-
Markus Hausammann,byebyebillag,939784898109493248,939804914053763072,@byebyebillag @severinkessler @SRGSSR @NoBillag @SRF Falsch. Es gibt eine riesige Zahl an Verteilungsformen. Gauss… https://t.co/OZV58fja8m,False,0,294,435, 18830840 byebyebillag Bye Bye Billag-912675068018352128 severinkessler Severin Kessler-1871613643 SRGSSR SRG SSR-1383737941 NoBillag No Billag!-187853842 SRF SRF-
Gabriel,@operationlibero,None,939804690145009664,RT @operationlibero: Erstes Ziel erreicht - Danke!! 😍 Nächstes Ziel: Wir wollen auf die Front von 20Minuten  dort Online-Kommentare voller…,True,10,279,795, 2674994976 operationlibero Operation Libero-
#NoRadioShow,@dadadetroit,None,939804653864341504,"RT @dadadetroit: DRAW A DISTINCTION #LoF  
ERFINDE DIE MUSTERUNTERBRECHUNG

https://t.co/nRfYh2TdyU

DIE SOZIALE FRAGE AUF DER HÖHE DER ZEI…",True,4,317,25, 2876769921 dadadetroit CommunautiC-
